suburb,year,property_type,num_bedrooms,avg_price,avg_min_nights,avg_num_reviews,avg_occupancy_rate,lat,lon,n_transport_1km,n_school_1km,n_food_1km,n_shop_1km,n_hospital_1km,n_landmark_1km,n_transport_3km,n_school_3km,n_food_3km,n_shop_3km,n_hospital_3km,n_landmark_3km
BENTLEIGH EAST,2015,HOUSE,1,69.55263158,1.710526316,1.921052632,0.025142753,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2015,APARTMENT,1,48.33333333,2,2,0.022649851,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2015,APARTMENT,2,70,1,1,0.005849754,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2016,HOUSE,3,189.6,3.6,3.3,0.031526325,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2016,HOUSE,1,65.41666667,1.770833333,6.583333333,0.114671793,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2016,HOUSE,2,137.25,8.75,0.25,0.006849315,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2016,APARTMENT,2,95,1,0,0,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2016,APARTMENT,1,64,1.666666667,6,0.096877956,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2017,HOUSE,3,180.75,2.5,5.25,0.194553073,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2017,HOUSE,1,65.29411765,1.411764706,11.29411765,0.155333272,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2017,HOUSE,2,107,6.333333333,0,0,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2017,APARTMENT,1,66,2,9,0.292682927,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
BENTLEIGH EAST,2017,APARTMENT,2,118.5,1.5,4.5,0.048229197,-37.927402,145.059412,20,7,39,21,42,5,25,20,78,47,60,18
GLEN HUNTLY,2015,HOUSE,1,53.55555556,2.166666667,2.388888889,0.039048713,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2015,HOUSE,2,95.5,5,1.5,0.078763829,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2015,HOUSE,3,164,3,0.5,0.024390244,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2015,APARTMENT,1,67.57142857,2.571428571,0.428571429,0.064344874,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2015,APARTMENT,2,112.6666667,3,0.333333333,0.049120235,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2016,APARTMENT,1,66.31578947,2.473684211,5.473684211,0.229190959,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2016,APARTMENT,2,115.125,1.5,2.5,0.110201617,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2016,APARTMENT,3,125,2.5,12,0.6,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2016,HOUSE,1,60.47826087,1.782608696,7.391304348,0.112438592,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2016,HOUSE,2,117,2.75,7.25,0.353971782,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2016,HOUSE,3,164.3333333,6.666666667,2.666666667,0.361871462,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2017,APARTMENT,1,69.85714286,2.571428571,15.42857143,0.293700734,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2017,APARTMENT,2,117.6666667,1.666666667,6.666666667,0.326951811,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2017,HOUSE,1,62.4,1.4,4.2,0.071924621,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2017,HOUSE,2,110,10,3,0.7,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GLEN HUNTLY,2017,HOUSE,3,164,10,4,0.334728033,-37.889239,145.040629,16,8,38,22,27,7,29,31,80,46,60,16
GARDENVALE,2015,APARTMENT,1,133,2,18,0.225216379,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2015,HOUSE,1,54.375,1,7,0.091323164,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2015,HOUSE,2,187.5,3,0.875,0.015849977,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2016,HOUSE,1,53.625,1.25,8,0.089986083,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2016,HOUSE,2,187.8333333,3,2.666666667,0.049208672,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2016,APARTMENT,1,119,2,25,0.299899595,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2016,APARTMENT,2,150.5,4.5,1,0.051739927,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2017,HOUSE,2,187.5,3,4,0.071641791,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2017,HOUSE,1,54.66666667,1.333333333,11,0.122222714,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2017,APARTMENT,2,135,5,1,0.034364261,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
GARDENVALE,2017,APARTMENT,1,119,2,33,0.375,-37.896915,145.005249,22,13,50,23,42,6,25,21,80,36,60,18
CARNEGIE,2015,APARTMENT,1,62.58974359,2.153846154,6.230769231,0.163550752,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2015,APARTMENT,2,92.71428571,1,2.714285714,0.058301093,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2015,HOUSE,1,62,1.75,4.583333333,0.067720509,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2015,HOUSE,3,374.5,5,0,0,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2015,HOUSE,2,140.25,3,0.75,0.021997121,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2016,HOUSE,1,57.41935484,2.387096774,4.419354839,0.117652779,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2016,HOUSE,2,139.4,3,5.4,0.445790478,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2016,HOUSE,3,215.625,3.75,1.5,0.181887052,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2016,APARTMENT,1,57.6,2.377777778,8.977777778,0.233901223,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2016,APARTMENT,2,97.66666667,1,13.33333333,0.517948718,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2017,HOUSE,1,59.84615385,1.461538462,8.769230769,0.210830509,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2017,HOUSE,3,175,2.2,1.6,0.281104972,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2017,HOUSE,2,185,2.5,1,0.333333333,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2017,APARTMENT,2,102.5,2,15,0.594897959,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
CARNEGIE,2017,APARTMENT,1,63.33333333,2.944444444,9.5,0.294677416,-37.889336,145.058121,22,7,55,23,41,6,30,30,80,61,57,16
ST KILDA EAST,2015,APARTMENT,1,78.24576271,2.220338983,5.084745763,0.118870705,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2015,APARTMENT,2,164.5142857,2.971428571,13.54285714,0.244734028,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2015,HOUSE,1,64.23333333,1.8,8.333333333,0.141994221,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2015,HOUSE,3,256.8461538,5.307692308,4.846153846,0.162651645,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2015,HOUSE,2,170.6666667,6,13.5,0.464404091,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2016,APARTMENT,2,159,3.777777778,17.86111111,0.413246722,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2016,APARTMENT,1,76.08928571,2.339285714,9.267857143,0.216956352,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2016,HOUSE,2,192.7142857,5.428571429,15.71428571,0.448734326,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2016,HOUSE,1,60.47058824,2.176470588,13,0.240955371,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2016,HOUSE,3,256.7142857,4.428571429,10.14285714,0.231982187,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2017,APARTMENT,1,81.88235294,1.823529412,13.17647059,0.336748904,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2017,APARTMENT,2,128.9166667,3,14.5,0.451898502,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2017,HOUSE,1,58.66666667,3,17,0.31372636,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2017,HOUSE,2,223.6666667,2.666666667,40,0.539143929,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
ST KILDA EAST,2017,HOUSE,3,239.5,3.5,16.5,0.316302491,-37.866458,145.000047,21,16,74,27,44,10,30,25,80,64,60,19
MURRUMBEENA,2015,HOUSE,1,68,5.333333333,0.083333333,0.00049456,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2015,HOUSE,3,284.4,2.2,3.2,0.375957066,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2015,APARTMENT,1,88.20833333,3.041666667,0.833333333,0.016557763,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2015,APARTMENT,2,160,1,1,0.006849315,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2016,HOUSE,1,61.36842105,3.736842105,0.842105263,0.042956687,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2016,HOUSE,3,279.75,3.25,3,0.525,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2016,APARTMENT,1,97.39285714,2.535714286,4.607142857,0.198268218,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2016,APARTMENT,2,152.2,1.6,8.6,0.159740217,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2017,HOUSE,2,29,1,0,0,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2017,HOUSE,3,255,4.333333333,6,0.317873977,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2017,HOUSE,1,62.16666667,3.5,1.166666667,0.089922481,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2017,APARTMENT,2,106.5,2.5,8.5,0.32278481,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
MURRUMBEENA,2017,APARTMENT,1,94.71428571,2.428571429,7.571428571,0.196674112,-37.89069,145.067589,23,5,42,23,23,7,31,30,80,64,58,17
SAINT KILDA EAST,2015,HOUSE,1,59.07142857,4.5,1.142857143,0.01975229,,,,,,,,,,,,,,
SAINT KILDA EAST,2015,HOUSE,2,227.5,3.75,0,0,,,,,,,,,,,,,,
SAINT KILDA EAST,2015,HOUSE,3,198,1,0,0,,,,,,,,,,,,,,
SAINT KILDA EAST,2015,APARTMENT,2,148.2083333,3.791666667,2.625,0.149029344,,,,,,,,,,,,,,
SAINT KILDA EAST,2015,APARTMENT,1,88.17721519,2.139240506,1.544303797,0.038977081,,,,,,,,,,,,,,
SAINT KILDA EAST,2016,APARTMENT,2,132.6851852,3.648148148,4.555555556,0.217177757,,,,,,,,,,,,,,
SAINT KILDA EAST,2016,APARTMENT,1,85.70192308,2.451923077,3.586538462,0.139216286,,,,,,,,,,,,,,
SAINT KILDA EAST,2016,APARTMENT,3,320,2.666666667,0,0,,,,,,,,,,,,,,
SAINT KILDA EAST,2016,HOUSE,1,75,1.816326531,2.224489796,0.100970598,,,,,,,,,,,,,,
SAINT KILDA EAST,2016,HOUSE,2,219.8461538,3.461538462,0.692307692,0.219867388,,,,,,,,,,,,,,
SAINT KILDA EAST,2016,HOUSE,3,269.2857143,2.857142857,1.428571429,0.317492711,,,,,,,,,,,,,,
SAINT KILDA EAST,2017,APARTMENT,2,124.5185185,6.111111111,7.925925926,0.326334459,,,,,,,,,,,,,,
SAINT KILDA EAST,2017,APARTMENT,1,73.67307692,2.730769231,6.211538462,0.253832849,,,,,,,,,,,,,,
SAINT KILDA EAST,2017,APARTMENT,3,275,2,5.5,0.134334395,,,,,,,,,,,,,,
SAINT KILDA EAST,2017,HOUSE,2,199.875,3.625,1,0.352739726,,,,,,,,,,,,,,
SAINT KILDA EAST,2017,HOUSE,1,76,3.217391304,5.086956522,0.225254269,,,,,,,,,,,,,,
SAINT KILDA EAST,2017,HOUSE,3,211.6666667,2.666666667,4.333333333,0.346349451,,,,,,,,,,,,,,
CAULFIELD,2015,APARTMENT,2,194.2222222,2.777777778,1,0.022932219,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2015,APARTMENT,1,52,2,0.5,0.008219178,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2015,APARTMENT,3,270.3333333,3,0,0,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2015,HOUSE,1,58.95238095,1.333333333,4.761904762,0.138573735,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2015,HOUSE,2,120,7,0,0,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2016,APARTMENT,1,54.33333333,2.2,7.266666667,0.165013528,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2016,APARTMENT,2,186.375,3.25,1.75,0.032882351,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2016,HOUSE,3,96.5,5,3,0.7,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2016,HOUSE,1,54.38095238,1.428571429,3.80952381,0.162734499,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2017,HOUSE,1,66.16666667,3.5,7.333333333,0.47211329,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2017,HOUSE,3,96,5,3,0.7,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2017,APARTMENT,2,201.5,2.75,1.75,0.032333388,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
CAULFIELD,2017,APARTMENT,1,68.83333333,1.666666667,20,0.404597758,-37.880479,145.026806,20,8,49,22,51,2,29,31,80,53,60,16
ORMOND,2015,APARTMENT,1,74.375,2.75,7.75,0.176555227,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2015,APARTMENT,2,70,1,0,0,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2015,HOUSE,1,55.53846154,1,6,0.033311385,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2015,HOUSE,2,120.3333333,1,2.333333333,0.01344086,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2016,APARTMENT,1,77.36363636,2.363636364,14.45454545,0.229597917,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2016,APARTMENT,2,70,1,0,0,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2016,HOUSE,1,47.0625,1,7.4375,0.09874984,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2016,HOUSE,2,127.25,1,1,0.00623053,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2017,APARTMENT,1,57.6,1.8,14.4,0.225385699,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2017,APARTMENT,2,69,1,0,0,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2017,HOUSE,1,41,1,12,0.097651304,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
ORMOND,2017,HOUSE,2,121,1,0,0,-37.904059,145.040899,22,11,43,22,37,9,28,26,80,39,60,17
MALVERN EAST,2015,HOUSE,1,59.125,4.097222222,6,0.23349652,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2015,HOUSE,3,256.2222222,2.333333333,1.333333333,0.044199779,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2015,HOUSE,2,60,1,0,0,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2015,APARTMENT,1,53.44444444,1.333333333,3.777777778,0.141629341,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2016,HOUSE,1,59.75438596,4.105263158,9.49122807,0.269302751,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2016,HOUSE,3,298.3333333,2.285714286,7.619047619,0.19899816,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2016,HOUSE,2,318,1,0,0,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2016,APARTMENT,1,67.45833333,2.291666667,5.083333333,0.235515418,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2016,APARTMENT,2,150.5,3,6.5,0.141218638,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2017,HOUSE,1,62.36,2.64,10.72,0.254646217,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2017,HOUSE,3,316.2857143,3,10.42857143,0.221424562,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2017,HOUSE,2,103.5,2,8,0.208241758,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2017,APARTMENT,1,72.9,2.5,8.7,0.315947627,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
MALVERN EAST,2017,APARTMENT,2,121,1.8,7,0.189807163,-37.87837,145.067892,21,9,32,21,21,9,31,31,80,64,60,16
CAULFIELD EAST,2015,HOUSE,1,89.09090909,1.363636364,17.27272727,0.283939059,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2015,APARTMENT,1,99,3,0.666666667,0.012861736,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2016,HOUSE,1,78.57142857,1.5,22.35714286,0.319348958,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2016,APARTMENT,2,100.5,1,16,0.098201479,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2016,APARTMENT,1,72,2.166666667,4.166666667,0.088852366,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2017,HOUSE,1,73.6,1.6,34.2,0.529677419,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2017,APARTMENT,1,100,3,14,0.682926829,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
CAULFIELD EAST,2017,APARTMENT,2,100,1,28,0.176656151,-37.875412,145.041976,21,18,37,28,18,5,31,31,80,47,60,17
ST. KILDA,2015,HOUSE,1,71.85714286,1.857142857,35,0.401926307,,,,,,,,,,,,,,
ST. KILDA,2015,APARTMENT,1,139,2,0,0,,,,,,,,,,,,,,
ST. KILDA,2016,HOUSE,1,98.71428571,1.714285714,31.71428571,0.362847938,,,,,,,,,,,,,,
ST. KILDA,2016,APARTMENT,1,131.8,1.6,25.6,0.361807374,,,,,,,,,,,,,,
ST. KILDA,2017,HOUSE,1,104,1.5,31,0.346368715,,,,,,,,,,,,,,
ST. KILDA,2017,APARTMENT,1,127,2,57.5,0.7,,,,,,,,,,,,,,
BENTLEIGH,2015,HOUSE,1,77.25,1.25,0.625,0.006835249,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2015,HOUSE,2,167.5,2,4,0.127704964,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2015,HOUSE,3,143.5,4,0.5,0.152173913,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2015,APARTMENT,2,124,5,0,0,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2015,APARTMENT,1,62.83333333,2.333333333,9.5,0.190028121,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2016,APARTMENT,1,92.5,1.75,12.5,0.231529479,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2016,APARTMENT,2,125,1,0,0,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2016,HOUSE,1,50.38095238,1.523809524,1.095238095,0.083920753,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2016,HOUSE,3,484,2,4,0.047718307,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2016,HOUSE,2,167.6666667,2,8,0.157324865,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2017,HOUSE,1,41.58333333,1.083333333,3.833333333,0.121971198,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2017,HOUSE,3,287.5,2.5,9.5,0.349628406,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2017,HOUSE,2,113,2,5,0.111731844,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2017,APARTMENT,2,100,3,0,0,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BENTLEIGH,2017,APARTMENT,1,119.6666667,2,14.66666667,0.244322344,-37.918057,145.035444,23,13,54,24,46,12,25,20,71,34,60,18
BALACLAVA,2015,APARTMENT,1,131.968254,2.111111111,2.968253968,0.066394008,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2015,APARTMENT,2,131.625,3.5,1.8125,0.088648501,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2015,HOUSE,2,195,4,0.75,0.02642663,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2015,HOUSE,1,47,1,0.25,0.001923077,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2016,APARTMENT,1,102.0649351,2.467532468,4.350649351,0.235226019,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2016,APARTMENT,2,136.0714286,2.607142857,5.714285714,0.194710382,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2016,APARTMENT,3,115,6,1.5,0.35,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2016,HOUSE,2,173.3333333,3.166666667,4.25,0.09401525,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2016,HOUSE,1,98.55555556,2.555555556,3.111111111,0.052770595,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2016,HOUSE,3,228.8888889,3,1.555555556,0.253337325,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2017,APARTMENT,1,111.6470588,2.205882353,5.558823529,0.265247054,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2017,APARTMENT,2,134.6363636,2.272727273,12.63636364,0.333777203,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2017,APARTMENT,3,115,7,5,0.7,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2017,HOUSE,3,255,2.8,3.8,0.337344954,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2017,HOUSE,1,71,2.25,5.25,0.163179804,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
BALACLAVA,2017,HOUSE,2,156.5,2.666666667,9.333333333,0.279559187,-37.869023,144.995478,22,17,74,29,47,15,30,25,80,61,60,21
MCKINNON,2015,HOUSE,1,75.57575758,1.242424242,0.575757576,0.010238716,-37.910967,145.037483,23,5,59,23,45,10,26,22,74,36,60,17
MCKINNON,2016,HOUSE,1,75.5,1.307692308,2.115384615,0.045978982,-37.910967,145.037483,23,5,59,23,45,10,26,22,74,36,60,17
MCKINNON,2017,HOUSE,3,140,14,0,0,-37.910967,145.037483,23,5,59,23,45,10,26,22,74,36,60,17
MCKINNON,2017,HOUSE,1,85,1.125,4.125,0.024921048,-37.910967,145.037483,23,5,59,23,45,10,26,22,74,36,60,17
STKILDA EAST,2015,HOUSE,3,200,2,1,0.06779661,,,,,,,,,,,,,,
STKILDA EAST,2015,APARTMENT,1,99,1,2.75,0.015472855,,,,,,,,,,,,,,
STKILDA EAST,2016,HOUSE,3,200.3333333,2,6,0.52,,,,,,,,,,,,,,
STKILDA EAST,2016,APARTMENT,1,99,1,6,0.033898305,,,,,,,,,,,,,,
STKILDA EAST,2017,HOUSE,3,201,2,8,0.7,,,,,,,,,,,,,,
ST KILDA,2015,HOUSE,1,114.1585366,2.207317073,16.32926829,0.246552152,-37.867573,144.978814,20,11,75,33,36,21,26,26,80,57,60,22
ST KILDA,2015,HOUSE,2,241.9565217,3.47826087,11.26086957,0.263327823,-37.867573,144.978814,20,11,75,33,36,21,26,26,80,57,60,22
ST KILDA,2015,HOUSE,3,380.875,5,1.5,0.104700164,-37.867573,144.978814,20,11,75,33,36,21,26,26,80,57,60,22
